veve_uuid,series_uuid,supply,first_public,edition_type
2cca471a-dcad-40e5-8369-7854dec14742,f2188fbd-674f-4b34-acc0-e2f2065aeb50,2000,149,333
2ccb6230-dd81-4ccf-a9a5-75d1cbafec4e,9a26bf7e-370e-4b16-8906-ba9375d295af,1000,11,18
2ccbe5e0-01df-45a5-8048-7ec5427a7145,7c7824f5-9e4f-4e81-82a1-b1e4508624a5,1000,11,1
2ccd1c93-a008-4333-aff8-53ca82e8ff58,57a0547a-0d35-4a6a-ae14-a307f6fb5e7e,0,0,3
2ccdff0a-4784-4605-838e-a290aa17135c,ab3d7caf-2848-4bff-9d3f-df7bdb751f64,6000,166,1
2ccf1504-4a49-42c2-bce8-ef26bf38454d,a28ed3e3-0f68-4086-8ae5-c5465f9670cc,1000,11,1
2ccfc9ca-15ef-4369-b6fc-2ec960b5f1ee,7e342066-6ee7-4a49-9c2a-0167f1966a27,3000,164,13
2cd00da7-2532-4bfe-ac70-8462db3cab24,56ccd387-b613-4eb4-a328-5e6207377bcf,1000,11,1
2cd5b365-51f7-4c8c-b819-75e4eefbe6d0,3b9fe99a-799e-45c5-af08-f0f9d49ec2ee,1000,11,
2cd6aa6e-ff08-4512-8af5-039e1e273e2b,de565789-346b-46ff-9d57-54eefd6ab7f0,1000,11,3
2cd8c35d-1ad4-42df-be75-9c1bc5cc0ecd,cdd4ef3d-33fa-41d8-b0f0-d92dbe0128c9,1000,11,7
2cdb0ea5-b87b-4d23-b673-26037aa49a93,8b149a47-31ac-494b-8156-faeccb535c12,1000,11,2
2ce325ee-7769-4718-a616-a3b03aed8631,1ab95b44-7875-49f1-8650-94bfbda6c353,1000,11,3
2ce396d9-3135-45a1-b3ba-40b5cbe0c327,ff2ed4b0-4434-43c1-b2f3-66aea3649510,1000,11,13
2ce494a9-d40b-4447-8b21-9eaaa3c93987,8f7fe78b-76e3-47e0-a325-f04aa7aff2da,1000,11,3
2ce9765b-dd2b-439c-86a7-9939df4a32ee,400152ff-20bb-4a63-9199-f5e8745a810c,1000,11,13
2ce987c8-0ec3-4773-b6d6-d3c5516fba89,b6d503ae-af4c-4d44-add9-ba6dc044f7d0,10000,21,FE
2ced03a8-5ee8-4f8c-b6ba-cf0d67bb1318,49d8a4f6-2a91-4e6f-ac46-fd0ccf41e3e8,1000,11,5
2ceecba1-93c3-47c6-9562-ab7894bcba4b,2dadea33-fee5-4a20-847b-10949ff76975,1000,11,4
2cef0b23-4db9-4d48-9772-d16f27dee4a2,26118bc5-e61b-4192-85dc-8cbf3de670a8,1000,11,3
2cf09235-f140-422e-a800-d0b049fbaff0,9febb8c5-1017-4b93-9b80-a054f8389302,12333,41,FA
2cf2f49d-366c-4ae3-825e-dcd6ac5a946b,441a2bb4-2617-4c53-8957-c7ae9d77842a,1,1,AP
2cf31a03-ca4d-4a86-8f0c-8c9c24e48bdc,6f2ac502-ea44-4db7-8737-379b06e52be2,5000,158,86
2cf4a28a-9d4a-40b0-8c22-cf1a80d5541e,4bfa4323-65e8-47b6-86dd-2c1ff8107d46,1000,11,1
2cf879f4-1e7f-4ed6-93c3-2b33e2330f11,6d52ba7a-27ae-4377-a862-40a22d23ad6b,1000,11,9
2cf95254-9fc1-4495-b502-06625e7cf860,c639b21f-a327-4cf2-927f-4c9033e2830c,1000,11,5
2cfbe3db-9c76-41dc-8ca8-7c32a9c97cf2,66bb7f3f-61ea-45e6-b48d-8287ff5997d6,6000,166,100
2cfdcb13-a0f8-4e7a-af55-77b3a7cad3a6,f6092c1f-c9a6-48df-b769-7f6c77354de8,1000,11,17
2cffba69-9469-4aae-837c-55d68831afc9,fd7cbd27-6091-4505-852b-deeb55488a39,1000,11,13
2d00364b-47da-4c0d-b155-e78a120ce1aa,7c0f3943-cf8d-4da4-a436-a0ce2d0acc1d,200,21,1
2d00d7e1-5c73-4507-bc92-778aa02b319b,57050725-c755-42eb-9a0a-bc1eff6e8c9d,15,1,CE
2d070a4e-a378-401e-8312-d3c36437d194,9cd506c5-94bd-4adc-82a0-9961e54fdf06,10000,186,1
2d08ec9d-5ca5-4346-9e70-8966b7144a04,4741e11f-e77c-4ce6-8cd3-b5bbd849e294,1000,11,4
2d098f22-c746-443b-b4da-c7f5a7cdc23c,9a8bc53d-9c55-4e80-a7ef-5228b39e9a2a,1000,11,8
2d0aaaea-6a7e-48be-aa10-6145a5911272,6303535f-c8d7-48a4-9873-f362c4b95cce,1,1,AP
2d0db629-2269-4d1a-b8db-0ac9b6a0cf14,a3146e27-aeeb-4493-b1a7-d46f4081284f,1000,11,2
2d137763-4af7-49ad-be88-bea72184f288,9d90b242-b3e3-49a8-906f-3996efc12570,10000,186,48
2d13a2ae-f89d-45d8-a3ec-c7d5d1296b0d,100e3572-9e5f-47ef-89f6-bec5be891a06,1000,11,14
2d1b00fa-d345-4150-9921-e182237e06d4,41afe3bd-fe57-4a6e-b224-239e41738324,1000,11,3
2d1c2b18-5e4a-43b8-9800-b073e469ec20,ccf3394e-f9ca-4310-9647-f4de39200c48,1000,11,2
2d1c92fe-4ccf-4318-be79-127047e8adce,ddb5c73e-59b8-4ee3-a306-fba0c17841ba,1000,11,8
2d1dc9ae-3c7f-4ac9-a9ce-3acdc3da48d8,854cafd4-62f7-4afd-a166-67e7feef3a12,30000,201,#1
2d1f5325-8cca-48b2-b824-5a123cdb2281,78b1e1a2-3ee6-4b74-ab9c-34470425bdb5,1000,11,1
2d211615-38a0-4efb-b8e7-99576a1a8ddf,1b9bb792-44af-481c-9dee-e72df41b40d1,1000,11,1
2d278d51-417e-494f-a87a-eb54a137b364,16299a13-b9cb-460f-b309-7a8afe8361b6,1000,11,10
2d2c2ce5-3601-41d9-896d-9996f7d14e30,f96de06f-d90b-4e9b-ba02-7564d230fe73,1000,11,5
2d319882-cb74-4383-8d91-31ff8fca91c4,bb29ae23-c837-47ae-b5a4-cd7cafcaa388,6333,41,FE
2d31bd65-8820-4df4-a961-e65156fb0b73,a320560a-aab2-4d22-9a3e-90d714ee6ace,1000,11,2
2d333f21-56e3-480e-8d3f-295117b5fe58,e7e7132d-efc8-4a2a-a9ac-52de3cd25e90,1000,11,253
2d34918a-f67f-4bbe-bce2-f303dafec94e,5f3013af-55dd-4ba1-b877-ac2b93e91d32,1000,11,23
2d36bb0f-cd75-4210-943c-4c87379dd29a,2669f007-b869-483d-9fd4-039b0b81a091,3000,163,1
2d36e5f3-a47e-45c8-a87f-b5ccf4421ee3,7cb93d55-0261-42ea-a51d-9edb03f83a84,1000,11,4
2d37240c-3719-40ee-9d69-b83ab6ba7973,cb2a88f9-0819-4558-bb07-f04038750f5b,1000,11,3
2d3d4163-6478-4bad-8a9f-2ae82a52be86,9f47ab8b-dd63-46fb-b795-00016dc84bf8,1500,11,1
2d3dbb60-14b4-4182-8a7d-a710c306efc9,a2cc5435-2e0c-4114-a98f-3bf64a08f536,1000,11,1
2d40af1c-c06d-4b12-b0ea-963563709e65,fbf28490-8642-4abb-93f8-15e2c748d07e,1000,11,7
2d50815b-3460-4400-acb9-302f1f0f5feb,a4b148e2-14d6-4fa4-81c7-57b833b4fb7e,1000,11,5
2d516d11-b66f-4c60-90d3-41771613c795,c16c1db6-7a74-4438-bfdf-ef7d5fbc3c55,1000,11,1
2d54c5c6-868a-40e1-a85a-81a3152c9aea,6a415d77-3a41-42b4-8062-fd09db806851,1000,11,13
2d59ef5a-6bee-4fe7-95fa-93921aa9d637,9e4b0851-d76b-443d-a1de-5d85580e023f,1000,11,7
2d5e93f5-05e9-4f17-86bf-4f724fc67ce3,77ece4a0-4355-45d3-a769-b907256a31fa,1000,100,35
2d5f13be-1ffc-4c13-ad3a-4b6297dd05a4,6bf6f65e-61fc-4726-afe5-9163f9c10827,1000,11,1
2d64a5b8-839c-459b-a54f-5e7b314c90f4,a0bd2fa0-f15b-4129-8edf-98d634469293,1000,11,7
2d686560-c548-4537-a7c3-7bd59ca7caae,544283b7-e228-4968-88ad-08e0a1603cb7,1000,11,2
2d687fae-a276-4ebb-b804-07392461fca2,5e157789-c977-4a03-8bb3-b8dfe73e6a5c,1000,11,2
2d68f1d1-4d65-4fe6-aee6-9d59d7438b19,ae45945a-3328-426a-b215-8f264b5451f4,1000,11,28
2d6af344-ac61-4429-b43e-1244986d482f,b872c468-1bf9-40cc-8ecb-e6e137450184,1000,11,1
2d6c6f0d-9c6d-4af3-a266-76955c28f8d9,6a946925-1e19-4a25-8abd-9bd03f1048ad,1000,11,8
2d718473-cb89-40f6-9c69-b27b96d2b7a1,66085aa2-fa48-4864-abb8-75b208766557,3000,163,126
2d71de7e-92ba-48c3-980b-3764d1ab9360,87440ee9-d7f2-4ede-be40-fac905e3d5b4,1000,11,7
2d7d08b8-c2b2-4b85-b33c-40ef7c38afde,20622e35-7208-42a3-9237-e54942e7d378,333,21,CE
2d7f8fc9-eeda-4eab-abaa-bb191b54ee23,0f120521-6494-4206-8dea-6ba68f71b908,1000,11,12
2d805aa7-287f-4608-a2eb-22c0bda1d5ee,9749ed06-d9ce-4764-a964-69f1095a35bd,1000,11,9
2d817683-3755-4076-be51-4bbd95377745,15eb7f86-c32e-493a-acd2-d3fcc04f37d1,195,12,
2d879970-0a33-4357-b339-2f7169c258a0,2c434f5a-2fa8-4054-a0c3-975c6ec7d585,1000,100,125
2d87ae0d-7563-4277-855d-5a40954f1569,c9b2d5a3-f19c-4fe2-bfe6-de218281dab1,440,0,FE
2d968b07-1cde-4d52-8322-d35999fa4647,5d3e4294-9c96-4bad-9e67-a87ad0ac31bc,150,6,FE
2d980362-7129-4c34-96e2-e939f5e89318,24d71845-e33a-426d-a351-5bcec2fb47b7,3333,41,
2d984b95-671e-42a7-90dd-2de8e49bb514,be4ca903-650d-448b-93c4-4e3a17f886e6,1000,11,3
2d9aa2a7-e4b5-452f-95c7-e75ac6fb3b1d,a75b9967-3ceb-4157-95b0-ded2c599d9fd,1000,11,4
2d9f65a7-bbaa-4d61-9dad-f494bd913136,d03d630a-79a5-4fc3-a642-562c6ef692b4,1000,11,3
2da10c33-50c7-4273-b4fa-197e02005d82,b15b87cb-d472-420b-8b05-754be5bdd7ff,1000,11,1
2da30d36-1280-429d-be0b-cc11b36f0dad,74bde589-a374-4cf3-a2ce-0e7a50585d1c,1000,11,4
2da43376-465d-4b88-868d-ce8701f497e1,3a0ca72e-c66a-48c5-bba1-8d11828a79d0,861,42,
2da62c6f-5818-4ba7-b96f-ee8357820e98,a4886baf-c308-4d4f-b66f-66577c7be64d,1000,11,1
2da8cefc-a440-4721-85e3-0db31158a7f7,16e51dc7-382e-44eb-a21a-f8f31b299890,1500,11,1
2db05d0a-2fcf-481c-9752-9737bb3ec9cf,4c724908-6748-407d-9183-3ace50268221,1050,41,
2db18c43-ffa3-4823-93fc-209e7eb77d77,edf956d9-bf40-4a9f-8b8b-2d598a6e3008,1971,41,FE
2db2b36c-b810-4058-8eeb-6e5ee9373f3f,da17f3ae-fba8-49e8-a570-bd762bef6e71,1000,11,
2db2e5c8-17f0-4187-9006-c60d9d3c87a4,551e2f89-d691-4dd2-8218-d619115695a8,777,21,
2db7508c-bd14-4598-b6e3-108619c46c80,fb8436cf-d4f8-482d-a645-9e197bbea79a,2400,41,FE
2dbdb7e3-6f49-4210-a050-a6b812e4caad,66e0f97f-1ed0-4c61-bf53-0f4272f39466,6777,41,FE
2dbde142-d1bf-431f-8cf4-b7e5c8ce5cbe,eec254b1-889a-4aa9-9585-77a48c186267,1000,11,20
2dbf3c98-f6d9-46e9-a213-9a496c11b6d3,93828f26-8649-4b12-a475-373961707f1c,1000,11,3
2dc1d681-dbbe-463e-80f4-cad85a7b6593,61b47b8c-68d8-40da-93b5-ad563a78f550,1000,11,12
2dc2b925-c7ac-4b7c-9b6d-433e07d47526,820c523e-c3f9-45c2-8a26-81aa171f5acc,1000,11,1
2dc769f6-356f-4001-b568-8e7dcdbf624b,bf93ad0c-f519-4cfd-8280-0233d5d6e1d9,28999,41,FA
2dca9bc0-a8cb-4bc4-9bf2-be7208e6eb82,16e51dc7-382e-44eb-a21a-f8f31b299890,1500,11,1
2dcbeab4-72ba-4373-82cb-deb4e16055c9,c4911040-e461-49ac-9135-37520c59101b,1000,11,3
2dd00fad-e4ed-4bf4-8e53-8fd49d18dfc9,36bbf08d-4a2a-434a-a1f6-6baee7452fc3,666,41,CE
2dd3018c-d2a0-4c34-bc04-c0ae312b712d,8edbbc65-7140-45a0-9a73-bdff25d716b4,1000,11,8
2dd9c10d-736c-4d93-a270-6d645a254039,3a9029e0-3611-4228-8097-4aeca965f152,3000,163,10
2dd9e8aa-f7d9-468e-a7ef-3626d81ad856,6df042d0-bd18-4b62-a26d-c0ff2dd80500,1000,11,3
2ddc8498-fc58-45e2-a546-3c19d66a8987,b57980bb-f0cf-403e-95e2-6b098d78d262,5000,158,1
2ddd9457-8fa9-4c07-b25a-fa15129e53cc,1e170ddc-4508-4286-843f-85ab7751310e,1000,11,7
2dde99ca-d5a9-407f-b5cf-7af99c5d34fd,774f4ef6-c986-4f3e-8a1d-5fe0739ce658,1000,11,1
2ddfa440-07bd-442c-b58e-b8ae74ca8807,01e33d3f-8da6-4c4c-a6f9-ce6e903f6002,1000,11,1
2de86358-9df6-43fe-b34e-fd75057a273a,9f9d60e8-1af3-46b2-bd88-808f325dd862,1000,11,3
2dead8da-a0e9-4e3a-9fcd-8075ff3dd77a,37afa7f5-dd9f-4386-b726-fe8dcb312604,1000,11,3
2deaeb57-075e-4608-91e9-ce31e871b35f,a51bbd27-4b8b-4497-ad6d-f8a06872c3e1,1000,11,4
2dee0a54-52ba-48b8-b6b4-f46708c4889e,bb5d4e32-bfe2-45af-85a6-fbf99c7e23c4,1000,11,1
2df46187-6ece-4d9e-bc39-2a492acd6d2a,b8af5309-22d7-4b89-a200-7cbdaae1eee0,355,41,FE
2df47048-4080-4858-affd-c44eb69ab024,031bf244-b368-4061-bc32-e8db84762102,1500,11,1
2dfb1942-7b5a-4fd4-867c-ec945255f45c,f1e05577-b1a7-4e6c-a27d-43e923bdcf23,1000,11,1
2dfb19fe-9759-45e4-9b0d-88f08239e54b,b29f0825-7898-4df6-9a7a-4f105e5d96af,1000,11,4
2dfc0964-8dea-40c6-89b6-ab5ee2b65171,f5a6a823-58ca-4ef2-afcd-f4cdbfd4ea27,1000,11,1
2dfd3321-45b2-4518-b68a-d4a4a896962c,74570a4c-fc08-4b4c-ad65-5c6c2997c028,1000,11,4
2dfee68d-a04c-4bfa-8a0f-5147384bc37d,ec5268d7-5747-4d40-b1ab-23b4b5a77444,180,11,
2e00dfdb-f391-4256-86de-1f86ec72d5a4,e5e6a006-dbbd-43ae-add9-8350f13efea3,1000,11,4
2e03595b-e2ef-42bb-b38b-5602c691ec05,f239958f-8b66-4163-836d-0264dd92306c,500,1,CE
2e07541c-a885-48dc-ad5e-0237f46bda02,f6b23c31-995f-4e08-b7a3-b52f55fb013b,1000,11,1
2e08e060-c558-4ea3-92eb-37feb25aaa54,16a758be-2bdd-4c5a-ada5-ea3e303a8c87,5000,158,28
2e0d960f-ffff-480f-9078-5ab7fd238b6c,46e905a4-f9ea-41c8-81cb-d6769086dd3c,2090,41,CE
2e113ee8-5edb-4a3c-999c-6e2948897ae1,2fd0d500-c187-491a-a562-499f823b065c,1888,11,1
2e1548fc-8219-4ea4-a9ad-7a7bff7d5be5,a5b2fcf2-0dd9-498d-8c7a-dd72d85faba7,1000,11,2
2e1dc20a-de45-4824-a3f2-e7a0874ee701,3a0ca72e-c66a-48c5-bba1-8d11828a79d0,1961,41,
2e1f0205-a3e9-4c02-af24-3c7ba07bb3db,0a689ad0-95db-40d2-82c3-696bc036dfbb,1000,11,1
2e299220-bc15-494a-bd0c-720bf0798d90,f2163cd2-3afb-4d5a-9274-ba4e6734e08c,1000,11,3
2e2c8b3a-2ce2-417d-b5e8-1e05d8a75d46,ff5745a5-1f6b-4026-854f-a68dbc4e343c,1000,11,1
2e2cef42-324a-4a77-a3b3-67804ee060cd,8f303c34-12f5-4125-8dea-806211c93e7a,1000,11,6
2e2d0701-08ae-49fd-8b71-f860c914b8cc,42b165f6-e47e-4624-a3d2-3d90815a7f4f,1000,11,20
2e2d974a-7ee4-467b-ae4c-a4935704269a,0d2e7aef-4b9e-42b1-b9a0-7e55625ca362,1000,11,1
2e31455d-8c38-405d-b2f6-50b2e5d27ea0,bb29ae23-c837-47ae-b5a4-cd7cafcaa388,12333,41,FA
2e331070-78a3-43d6-bf0f-ad88b0aa5df7,946fbb35-64fe-4be7-949a-deb0bb4c8e3a,666,11,3
2e356405-ca65-4c55-8047-cfd80976abea,766ec496-882d-4cbe-a43b-438753b90abc,1000,11,2
2e35addb-4f9c-4011-be50-aa850270d5f4,3323fc62-a5db-43e6-9bff-df6d12793998,120,6,FE
2e386bcc-b4f4-4e51-8e20-1e8aa90c2067,eef90a9b-df23-4841-a99d-1b35012e1a5f,5000,158,53
2e3e8f1b-d1c8-45e5-9d12-9acd75212e8a,b740c0dc-8593-4493-9b20-1dd185dba5ad,10000,186,#347
2e3faaea-fb6b-411c-9bf9-114b53371769,4a0ecf7c-e2f6-4bf9-899c-1be374b4f33a,1000,11,4
2e41bda7-51d7-450e-95bb-dac4f05ca57b,dca38eca-45b1-4c80-bf45-86f8b1bb8e70,1000,11,2
2e4b12b2-09b9-438e-8561-0294a9ff3cfb,b13bb084-c941-4b7b-8fdc-d79050ef033d,400,21,FE
2e4b6cbe-5518-47b5-95b6-3553ad41f2e5,101d56d5-1794-4bac-9496-7313d07eed3c,1000,11,2
2e4e01f7-bf0e-4952-af03-153d14f54ab7,9c477976-649d-406a-a1f4-98c056380752,1977,41,
2e50fbb0-b571-4880-a368-0f34b7ee6a9a,c627c9b3-5614-46d2-a199-258fe00c7eb5,1000,11,14
2e56285b-9696-4e26-b512-ed12dad52958,71fe2389-e851-48cb-804d-a57f44b5066f,1000,11,2
2e5720af-2bc2-42cc-9e3e-4bcf38c43427,a91c7ca3-4558-44c2-938f-907a941a88b0,1000,11,17
2e5c492e-d943-48de-9851-bcb7ce7bee19,7b2e0d21-e50c-406b-b96a-dbe4774a70d2,1000,11,5
2e5db6ba-ba39-4e6e-ac22-d533eb59850c,7624750c-b5fc-4aa7-94c2-fcd3c82f644f,1000,11,11
2e5ee913-fb95-411b-8ae8-41811cddd7bc,0f695376-cd81-42f5-b603-4e0cc9cc8529,50000,101,#85
2e69f78d-9189-4de5-b29c-c29882148d58,c77f1799-5311-45c2-9868-830983c23725,1000,11,6
2e6f1e5e-1d9e-4de8-8e06-d9a0d2bfb1d0,b627f6aa-2e4b-447d-a0f3-8f33aa33d3ee,3000,163,114
2e71ad76-e3d9-48ea-97f9-35844a65a189,343575a5-ba36-4c9a-a97d-fcace41a2c28,1000,42,FE
2e75b438-b763-4b0d-9b36-8f3edecb6614,15eb7f86-c32e-493a-acd2-d3fcc04f37d1,1395,21,
2e775e99-6f40-45ad-b396-c57c6a7e1cf7,e50fe2ba-2460-4564-a26e-9e3748380191,1000,11,1
2e77b3fb-9e57-4c84-95e0-1937df484e43,bf667e63-baf4-42f3-b8ed-135be7e05b3c,1000,11,1
2e7f9a32-1072-4d5f-a28d-ad0fe042c1f0,eb397184-9222-4278-8961-eeed7e9361f7,1000,11,1
2e87137d-51b3-41ee-93e1-80e0e799d6ba,99e5ca08-a363-4614-ad12-ed814b250ca2,16000,41,FA
2e878ce1-ea3c-4475-89b9-e9268f555d91,c3ef78b4-4ed6-453d-999b-2e056945ba20,1000,11,1
2e8aed4f-e887-4297-8ffa-923bcb1e2140,94e43caf-61e5-4d91-b942-d80a62906550,1000,11,44
2e8c5d7d-12ed-42b8-a632-1ddf4bb6cc12,417a6485-bbb4-4148-8a1f-08f28d6cc6ed,1000,11,8
2e8c9018-fcb3-4ce1-90f7-d29631fd8d05,c91a95ee-f8cc-4e02-b768-4af1efb3a0d4,1000,11,2
2e8c988f-c137-44d9-9cb6-dac4d6f5fce6,63baf75a-e7dd-44fe-a27f-812bee826766,1000,11,1
2e8f2a97-74d9-4e3a-8034-dbb3b0ea381d,e8417781-7be2-4897-9ee6-b9f9cfbc7990,1000,11,1
2e94317e-4896-40f2-921e-b925912d8f49,432ac28c-4f4b-40e7-b951-0f79aa1cefa9,1000,11,1
2e9596d2-25eb-4b99-9d33-2a543cb77f92,341df54d-c820-4362-bf83-44184872bcd5,1000,11,7
2e965651-fe28-48e8-a192-e3084dcf348c,b53bb201-f059-4657-9da9-b32db3cd6106,1000,11,2
2e9a2d04-df66-40b1-97c4-72fd7b93f192,696a3ed3-b2bd-421e-aab1-9e4fecd35e51,1000,100,550
2e9c41f0-2ea7-4618-b0e8-d39f59f12081,abd01e94-6109-47f8-a64a-7347bb8d8fb0,87,6,FE
2e9d2a29-eec9-461a-ba91-82896a8c0c7d,b26c742a-4a5e-4537-b6d5-9b536c578097,1000,11,1
2e9decaa-b3d4-467e-ac3f-21b55a7ab414,c2def01a-bbc7-4e07-b78e-5f68627ff6a5,3000,163,32
2e9e3adc-dd04-4bff-955d-dba1d4d248e9,18a81188-2d8c-45cd-b358-123dce31ba88,1000,11,2
2e9fa059-2268-4f38-b181-a83beebca61a,5d34f017-62a9-41dc-9560-bec7e5e6372b,2222,11,1
2ea7bc10-bf7f-4c25-8497-4ff5749637fe,0e1c85bf-06b3-4d87-b1cb-eecb035d5235,5000,158,2
2ea9d541-ffd0-4c85-babf-e515d883e32d,d235ab91-f323-4dca-8aaa-ba4fb0b6743a,1000,11,15
2eacdfe2-35c8-419a-985b-c2fc5267a999,4a8f57bd-c223-4a17-9c42-ce1ec7b9d28e,1000,11,2
2eb44c91-a23c-4d09-81e9-205753eb5105,e1ebbf53-7bd6-43eb-8c74-02340e33cb64,1000,11,15
2eb550ab-b390-4497-a773-49add17c4ed8,77c17f17-b180-4133-86a6-2feccc4a28fb,7500,176,94
2eb6af16-2f4f-46c6-b7f5-ec658b955583,4a417580-61ac-454b-8d38-7c0db134a722,1000,11,68
2eb83510-8423-444f-9025-209f79bbf503,8ebeed3c-3fac-42e0-81d6-a91026181be7,1000,11,5
2ebcab84-131e-4f36-b93c-b6ac53e76da7,2c710269-e702-4bc3-841d-f13f5ddbcc47,2000,150,78
2ec0061c-3b62-4034-966c-4227acbe2d5c,11edbbf9-417b-468c-9ada-fae48879f2d6,1000,11,3
2ec072e6-8149-4c65-b817-d3ce998796ec,9241e706-e8cf-4aa9-9e15-a4fd7692a7d1,1000,11,1
2ec4e3b7-00ae-4c24-a2d1-ffab132c9a67,bb1bdbaf-255d-49b6-a56f-e1561d0b439f,4400,21,
2eccc3b9-a35b-4c06-b9a4-e50c9b01b92c,1279a661-1b7c-4d09-a34a-8cc62bb96de2,1000,100,100
2ecd8da2-5149-40a3-b94f-a7b47cf375db,9453621d-fe34-4a27-b216-c01a40df202f,1000,11,1
2ece2756-2e75-4d17-847a-45bbd9935e0f,45610ac3-0fed-4030-a994-d21f7099f7a2,5500,41,
2eda4371-acb7-4b45-8036-4187d1369ec5,77e37880-725c-4609-a513-b18c31549113,1000,11,14
2ede61c2-a92a-4913-a153-2de6dbff57fa,9d883934-7923-468f-9102-4a8bb0c79b4f,1000,11,5
2ee69aab-10ba-40ca-a772-d3701f0c5911,069f8e8b-3753-4df6-83d0-cc89a9ae6807,1000,11,3
2eee8291-0768-451a-a0fd-0ac143eda715,c296e426-80cd-46d0-93be-b18d48afd3d6,1000,11,1
2ef336d9-3f88-40a7-8ce4-baddae255dc6,c691a9c7-d964-4115-862f-bd9694d427ef,1000,11,2
2ef45af5-363f-439a-a35d-2aed79c94285,c7c37bff-f534-4e09-8f78-08c2f1a24fc5,1000,11,6
2ef8706f-a1e0-4416-8191-8884db6086ff,9cf53e86-0fff-454e-a994-51859de3f539,1000,11,251
2eff86b6-636c-43bf-a6d3-3b7255acc5a4,b2398cec-3306-437b-83c2-acf2c030b1ff,1000,11,4
2f033bc2-680f-497a-b359-ccaac99e6810,cde99a74-219d-404e-93fc-20e766ec9072,1000,11,5
2f036943-7447-4b57-9fd4-5fb53fe78fae,56c60ee1-4947-46da-8c1c-db55e0e4522e,1000,11,3
2f063809-90da-4d86-b08a-2a518a085d97,fe42dd0d-a084-4145-96c8-126caefd93d1,7777,41,FE
2f09cd47-b7a4-4b83-a52f-15bbc2cb02a7,b17cb020-a760-4566-bf27-4abaa1973cae,1000,11,4
2f14e35d-302d-430e-b2ad-c294c11664a0,774f4ef6-c986-4f3e-8a1d-5fe0739ce658,1000,11,1
2f186f50-3a9b-4ffa-ab0c-2894971a4fb4,86507fb2-f61e-43ff-8a8b-21b705f8a935,1000,11,4
2f1b62ee-15f9-40bb-8a7c-8188e9d4b3ea,2ba5b6a6-d7a6-4e23-8199-dfba5f334aa9,1000,11,7
2f1d472f-9a86-4431-8eaf-bca07347f381,503133fa-7d0c-4a64-aaf6-117ead6a452d,888,87,3
2f211fe5-fa06-4668-b738-dce72d1504cf,bf9925b3-2cff-420f-be3a-ce0c4acd5b3e,35000,161,#1
2f28a93f-600e-453b-a6ce-0c63193b2763,14ceaa86-612d-40d1-9443-4b21b0006d0c,1000,11,2
2f2999e5-5956-4741-9792-55fe3b47cb54,a8c9238d-1f33-47ea-86f2-312732bda4ed,1000,11,1
2f32fb95-2239-4398-8b96-411d5d26656f,6b83e028-3fa9-4389-b768-52db6abe6fa8,1000,11,5
2f33e8a2-318e-4022-9a11-a66f360e0148,0e318058-b7da-410e-8476-8afb9d519cd2,1000,11,4
2f35e924-cf59-408b-9943-f7bb91b5979c,57730fb4-5004-4188-aa51-fda2ebece868,1000,11,4
2f38316a-00cf-420e-8b6c-cc3e2cff57b1,7fbb5a45-e950-43d3-9adb-01268024d435,1000,11,6
2f3efedc-d7e6-4422-ae8b-9bfc72b267a3,8aeeb75b-fabc-4b15-9580-8b931a3b5d02,1000,100,168
2f3fd7bc-e0ff-4d3f-ad13-9990f1577692,0a689ad0-95db-40d2-82c3-696bc036dfbb,1000,11,1
2f44d85e-c21a-4b16-adda-df8c0f2cafde,a5ba6bb9-b7bc-4907-970c-b8c4d1ffcc50,1000,11,2
2f45a741-f6a5-4f1e-ba5d-33745ae4369a,8b053f0d-5db7-4eec-b6cf-494a53c79258,1000,11,9
2f45db26-2f68-4af1-abb6-3e7ddc5958ec,a53762d8-6bcf-4db1-94db-5e7bc491c8d9,1000,11,3
2f477bd9-5712-41fd-8f9a-8ba057e88414,cc48938b-a2f8-4f0f-bc50-7b96f19a2439,6000,166,1
2f49cfa2-0df4-4002-9056-0aa4f77538c7,490b8f38-5fd9-4b1a-92cd-edb051805ded,1000,11,3
2f4a2fdb-a816-4109-b268-aa2a009aaf49,cc8954fc-18b7-4f34-8bc2-659d19ffe0e5,1000,11,4
2f4a32f5-5d65-46a3-9039-a90ce9855211,e86ff38f-4662-4c12-b838-05d72dbb9dfb,1000,11,2
2f4b2efa-7db5-458c-b431-e45227f07634,cea7655c-1173-44dc-9f59-4b81d35267a5,1000,11,3
2f4c8305-f366-4297-b268-2dc6ef716df5,d08b67c3-e4fd-4f4b-8f11-1971c00db8ef,3000,163,1
2f4d68a2-e5b6-4bec-a60d-0cb94299b895,c83b39a3-e55e-4da4-8ba1-4236ec123242,3000,163,1
2f4db61b-330b-4322-9a93-ed01a38bb3eb,22d5e880-5ae8-4f3e-988e-79e2229fc134,2024,21,FE
2f52517e-3c9b-4b78-8daf-7978bed29443,e59eac17-c369-45db-b78d-68efce1da963,5000,158,64
2f550bd4-cd90-418e-98e7-1d54dccfb233,eb0cb1de-11ef-40b1-a823-56655552b0d1,1000,12,1
2f5e2be9-0cfa-4ca4-b763-2a0729dc57ff,73f74047-b728-41c4-9a4a-8a6740754681,888,41,CE
